"codigo_funcionario";"email_funcionario";"codigo_beneficio";"codigo_empresa";"tipo_beneficio";"valor_beneficio"
2039;"";2;7;"2";"918"
2040;"";2;6;"2";"859"
2041;"";1;2;"1";"862"
2042;"";1;4;"1";"554"
2043;"";1;8;"1";"643"
2044;"";1;8;"1";"962"
2045;"";1;8;"1";"1045"
2046;"";1;2;"1";"982"
2047;"";1;6;"1";"1028"
2048;"";2;6;"2";"520"
2049;"";1;2;"1";"872"
2050;"";1;6;"1";"969"
2051;"";1;5;"1";"709"
2052;"";2;7;"2";"636"
2053;"";1;7;"1";"797"
2054;"";2;2;"2";"651"
2055;"";1;2;"1";"897"
2056;"";1;7;"1";"637"
2057;"";1;8;"1";"522"
2058;"";1;4;"1";"769"
2059;"";2;2;"2";"572"
2060;"";1;2;"1";"906"
2061;"";1;5;"1";"784"
2062;"";2;7;"2";"609"
2063;"";1;8;"1";"567"
2064;"";2;6;"2";"677"
2065;"";2;5;"2";"906"
2066;"";1;2;"1";"959"
2067;"";1;3;"1";"736"
2068;"";2;4;"2";"868"
2069;"";1;2;"1";"892"
2070;"";1;4;"1";"825"
2071;"";1;7;"1";"616"
2072;"";2;2;"2";"815"
2073;"";2;1;"2";"925"
2074;"";1;8;"1";"935"
2075;"";1;5;"1";"593"
2076;"";1;4;"1";"553"
2077;"";1;3;"1";"638"
2078;"";2;8;"2";"599"
2079;"";2;5;"2";"802"
2080;"";1;1;"1";"698"
2081;"";2;3;"2";"534"
2082;"";2;3;"2";"637"
2083;"";2;2;"2";"921"
2084;"";1;7;"1";"838"
2085;"";1;2;"1";"692"
2086;"";1;1;"1";"980"
2087;"";1;1;"1";"575"
2088;"";1;3;"1";"1026"
2089;"";2;8;"2";"686"
2090;"";1;4;"1";"863"
2091;"";1;7;"1";"862"
2092;"";1;4;"1";"1015"
2093;"";1;7;"1";"528"
2094;"";2;5;"2";"572"
2095;"";1;3;"1";"1048"
2096;"";1;1;"1";"857"
2097;"";2;6;"2";"559"
2098;"";2;2;"2";"806"
2099;"";2;6;"2";"964"
2100;"";1;8;"1";"818"
2101;"";1;5;"1";"682"
2102;"";1;7;"1";"664"
2103;"";1;2;"1";"600"
2104;"";2;6;"2";"960"
2105;"";2;4;"2";"828"
2106;"";1;8;"1";"685"
2107;"";2;3;"2";"787"
2108;"";1;4;"1";"591"
2109;"";1;6;"1";"640"
2110;"";1;8;"1";"959"
2111;"";2;7;"2";"867"
2112;"";1;6;"1";"900"
2113;"";1;5;"1";"944"
2114;"";1;1;"1";"520"
2115;"";2;2;"2";"1009"
2116;"";2;1;"2";"994"
2117;"";1;7;"1";"925"
2118;"";1;3;"1";"757"
2119;"";2;8;"2";"1028"
2120;"";2;7;"2";"925"
2121;"";2;5;"2";"864"
2122;"";2;6;"2";"654"
2123;"";1;1;"1";"618"
2124;"";2;8;"2";"829"
2125;"";1;2;"1";"750"
2126;"";1;7;"1";"1036"
2127;"";2;5;"2";"604"
2128;"";2;1;"2";"637"
2129;"";2;1;"2";"848"
2130;"";2;5;"2";"998"
2131;"";2;6;"2";"561"
2132;"";1;6;"1";"549"
2133;"";2;8;"2";"879"
2134;"";1;4;"1";"901"
2135;"";1;5;"1";"730"
2136;"";1;6;"1";"667"
2137;"";1;1;"1";"840"
2138;"";2;7;"2";"942"
2139;"";2;5;"2";"571"
2140;"";2;7;"2";"702"
2141;"";2;6;"2";"922"
2142;"";2;3;"2";"881"
2143;"";2;5;"2";"845"
2144;"";2;2;"2";"579"
2145;"";2;1;"2";"528"
2146;"";1;8;"1";"704"
2147;"";1;3;"1";"958"
2148;"";2;1;"2";"502"
2149;"";2;1;"2";"541"
2150;"";2;7;"2";"880"
2151;"";1;4;"1";"872"
2152;"";2;7;"2";"762"
2153;"";1;6;"1";"718"
2154;"";1;2;"1";"503"
2155;"";2;1;"2";"536"
2156;"";1;6;"1";"545"
2157;"";2;8;"2";"698"
2158;"";1;7;"1";"820"
2159;"";1;8;"1";"774"
2160;"";2;4;"2";"730"
2161;"";1;8;"1";"990"
2162;"";2;7;"2";"672"
2163;"";1;1;"1";"725"
2164;"";2;7;"2";"761"
2165;"";1;6;"1";"889"
2166;"";1;3;"1";"655"
2167;"";1;6;"1";"743"
2168;"";1;1;"1";"508"
2169;"";2;2;"2";"821"
2170;"";2;4;"2";"545"
2171;"";1;6;"1";"832"
2172;"";2;4;"2";"697"
2173;"";1;7;"1";"679"
2174;"";2;7;"2";"882"
2175;"";2;1;"2";"547"
2176;"";1;5;"1";"643"
2177;"";1;1;"1";"549"
2178;"";1;2;"1";"920"
2179;"";1;1;"1";"736"
2180;"";1;8;"1";"827"
2181;"";1;2;"1";"631"
2182;"";2;7;"2";"517"
2183;"";1;6;"1";"577"
2184;"";1;6;"1";"812"
2185;"";2;4;"2";"776"
2186;"";1;7;"1";"859"
2187;"";1;3;"1";"677"
2188;"";2;4;"2";"533"
2189;"";1;7;"1";"1046"
2190;"";1;3;"1";"829"
2191;"";2;2;"2";"763"
2192;"";2;1;"2";"721"
2193;"";1;1;"1";"991"
2194;"";1;6;"1";"1016"
2195;"";1;7;"1";"593"
2196;"";2;1;"2";"519"
2197;"";1;5;"1";"554"
2198;"";2;7;"2";"904"
2199;"";2;4;"2";"591"
2200;"";2;8;"2";"642"
2201;"";2;1;"2";"828"
2202;"";1;2;"1";"579"
2203;"";1;4;"1";"707"
2204;"";1;7;"1";"623"
2205;"";1;2;"1";"705"
2206;"";1;2;"1";"857"
2207;"";1;6;"1";"794"
2208;"";2;1;"2";"826"
2209;"";2;1;"2";"625"
2210;"";2;2;"2";"625"
2211;"";2;6;"2";"945"
2212;"";1;6;"1";"513"
2213;"";1;4;"1";"810"
2214;"";2;3;"2";"821"
2215;"";1;2;"1";"880"
2216;"";1;1;"1";"1040"
2217;"";2;7;"2";"657"
2218;"";2;1;"2";"991"
2219;"";2;6;"2";"748"
2220;"";1;2;"1";"748"
2221;"";1;4;"1";"756"
2222;"";1;1;"1";"718"
2223;"";1;8;"1";"921"
2224;"";1;1;"1";"978"
2225;"";1;8;"1";"880"
2226;"";2;6;"2";"728"
2227;"";2;7;"2";"639"
2228;"";2;6;"2";"584"
2229;"";1;7;"1";"971"
2230;"";2;1;"2";"1000"
2231;"";2;7;"2";"655"
2232;"";1;1;"1";"1013"
2233;"";1;2;"1";"732"
2234;"";2;4;"2";"732"
2235;"";2;5;"2";"600"
2236;"";2;3;"2";"873"
2237;"";2;2;"2";"527"
2238;"";1;4;"1";"585"
2239;"";2;2;"2";"629"
2240;"";1;4;"1";"701"
2241;"";2;3;"2";"590"
2242;"";2;6;"2";"628"
2243;"";2;1;"2";"1045"
2244;"";2;4;"2";"846"
2245;"";1;6;"1";"964"
2246;"";2;4;"2";"731"
2247;"";2;5;"2";"604"
2248;"";1;5;"1";"970"
2249;"";2;5;"2";"1010"
2250;"";2;5;"2";"948"
2251;"";2;3;"2";"984"
2252;"";2;5;"2";"1002"
2253;"";1;4;"1";"846"
2254;"";1;1;"1";"1013"
2255;"";1;7;"1";"990"
2256;"";2;8;"2";"900"
2257;"";2;4;"2";"746"
2258;"";1;8;"1";"933"
2259;"";1;5;"1";"647"
2260;"";2;7;"2";"718"
2261;"";1;1;"1";"767"
2262;"";2;3;"2";"604"
2263;"";2;3;"2";"882"
2264;"";1;5;"1";"644"
2265;"";1;5;"1";"740"
2266;"";2;7;"2";"1045"
2267;"";2;3;"2";"889"
2268;"";2;7;"2";"581"
2269;"";1;6;"1";"1009"
2270;"";2;7;"2";"789"
2271;"";1;8;"1";"600"
2272;"";1;8;"1";"568"
2273;"";1;5;"1";"677"
2274;"";1;3;"1";"716"
2275;"";2;8;"2";"575"
2276;"";2;8;"2";"527"
2277;"";2;1;"2";"794"
2278;"";1;2;"1";"630"
2279;"";2;3;"2";"616"
2280;"";2;1;"2";"751"
2281;"";1;3;"1";"660"
2282;"";2;8;"2";"656"
2283;"";2;7;"2";"535"
2284;"";1;3;"1";"870"
2285;"";1;6;"1";"729"
2286;"";2;6;"2";"845"
2287;"";1;2;"1";"969"
2288;"";1;6;"1";"753"
2289;"";1;7;"1";"610"
2290;"";2;1;"2";"848"
2291;"";2;8;"2";"1029"
2292;"";1;4;"1";"937"
2293;"";1;2;"1";"723"
2294;"";1;4;"1";"705"
2295;"";1;2;"1";"891"
2296;"";1;4;"1";"833"
2297;"";1;5;"1";"646"
2298;"";1;7;"1";"816"
2299;"";1;7;"1";"737"
2300;"";1;2;"1";"600"
2301;"";2;6;"2";"597"
2302;"";1;8;"1";"698"
2303;"";2;2;"2";"559"
2304;"";2;3;"2";"733"
2305;"";1;3;"1";"1026"
2306;"";1;8;"1";"843"
2307;"";1;2;"1";"1018"
2308;"";2;5;"2";"1006"
2309;"";2;7;"2";"680"
2310;"";2;3;"2";"623"
2311;"";1;6;"1";"1016"
2312;"";2;8;"2";"926"
2313;"";1;4;"1";"887"
2314;"";2;7;"2";"936"
2315;"";2;1;"2";"816"
2316;"";1;2;"1";"944"
2317;"";1;6;"1";"965"
2318;"";2;6;"2";"944"
2319;"";2;3;"2";"849"
2320;"";1;6;"1";"760"
2321;"";2;1;"2";"606"
2322;"";1;2;"1";"897"
2323;"";2;7;"2";"541"
2324;"";2;3;"2";"559"
2325;"";2;4;"2";"710"
2326;"";2;5;"2";"876"
2327;"";1;5;"1";"625"
2328;"";2;6;"2";"650"
2329;"";1;2;"1";"619"
2330;"";1;5;"1";"688"
2331;"";2;2;"2";"845"
2332;"";1;2;"1";"1023"
2333;"";2;2;"2";"524"
2334;"";2;2;"2";"946"
2335;"";2;3;"2";"565"
2336;"";1;1;"1";"544"
2337;"";2;2;"2";"676"
2338;"";1;8;"1";"689"
2339;"";2;8;"2";"834"
2340;"";1;6;"1";"724"
2341;"";2;5;"2";"532"
2342;"";2;7;"2";"867"
2343;"";1;1;"1";"876"
2344;"";2;8;"2";"746"
2345;"";1;8;"1";"679"
2346;"";1;7;"1";"742"
2347;"";1;1;"1";"954"
2348;"";2;2;"2";"952"
2349;"";1;3;"1";"737"
2350;"";2;2;"2";"894"
2351;"";2;6;"2";"692"
2352;"";1;8;"1";"735"
2353;"";1;6;"1";"1038"
2354;"";2;2;"2";"857"
2355;"";1;1;"1";"543"
2356;"";1;1;"1";"922"
2357;"";1;2;"1";"566"
2358;"";2;7;"2";"881"
2359;"";2;6;"2";"1032"
2360;"";1;8;"1";"927"
2361;"";2;5;"2";"866"
2362;"";2;2;"2";"912"
2363;"";1;1;"1";"706"
2364;"";2;8;"2";"962"
2365;"";2;1;"2";"777"
2366;"";1;7;"1";"899"
2367;"";2;5;"2";"1016"
2368;"";2;5;"2";"685"
2369;"";1;5;"1";"520"
2370;"";2;1;"2";"977"
2371;"";2;3;"2";"752"
2372;"";2;1;"2";"591"
2373;"";1;2;"1";"672"
2374;"";2;4;"2";"945"
2375;"";2;4;"2";"662"
2376;"";1;8;"1";"533"
2377;"";2;2;"2";"805"
2378;"";2;5;"2";"539"
2379;"";2;4;"2";"778"
2380;"";1;6;"1";"1012"
2381;"";1;8;"1";"921"
2382;"";2;1;"2";"1037"
2383;"";2;6;"2";"1012"
2384;"";1;6;"1";"1043"
2385;"";2;6;"2";"1038"
2386;"";2;2;"2";"524"
2387;"";1;2;"1";"1024"
2388;"";1;3;"1";"1010"
2389;"";1;4;"1";"726"
2390;"";2;5;"2";"920"
2391;"";2;5;"2";"761"
2392;"";2;7;"2";"961"
2393;"";2;2;"2";"718"
2394;"";2;1;"2";"757"
2395;"";1;5;"1";"769"
2396;"";1;5;"1";"677"
2397;"";2;5;"2";"739"
2398;"";2;3;"2";"859"
2399;"";1;3;"1";"540"
2400;"";1;2;"1";"794"
2401;"";1;8;"1";"1026"
2402;"";1;8;"1";"723"
2403;"";1;3;"1";"634"
2404;"";1;6;"1";"937"
2405;"";2;1;"2";"876"
2406;"";1;6;"1";"564"
2407;"";2;3;"2";"1025"
2408;"";2;2;"2";"802"
2409;"";1;5;"1";"537"
2410;"";1;8;"1";"734"
2411;"";2;6;"2";"971"
2412;"";2;6;"2";"613"
2413;"";2;4;"2";"913"
2414;"";2;2;"2";"938"
2415;"";2;8;"2";"589"
2416;"";2;8;"2";"509"
2417;"";2;2;"2";"526"
2418;"";2;7;"2";"661"
2419;"";1;2;"1";"530"
2420;"";1;1;"1";"681"
2421;"";2;7;"2";"871"
2422;"";1;7;"1";"891"
2423;"";2;8;"2";"524"
2424;"";1;7;"1";"888"
2425;"";2;1;"2";"848"
2426;"";1;2;"1";"810"
2427;"";1;7;"1";"577"
2428;"";2;1;"2";"867"
2429;"";2;3;"2";"842"
2430;"";2;5;"2";"637"
2431;"";2;8;"2";"934"
2432;"";2;5;"2";"618"
2433;"";1;5;"1";"519"
2434;"";1;3;"1";"731"
2435;"";2;1;"2";"1016"
2436;"";1;4;"1";"531"
2437;"";1;1;"1";"719"
2438;"";2;7;"2";"670"
2439;"";1;5;"1";"918"
2440;"";1;6;"1";"987"
2441;"";1;1;"1";"979"
2442;"";2;5;"2";"738"
2443;"";2;4;"2";"858"
2444;"";1;3;"1";"889"
2445;"";1;6;"1";"546"
2446;"";2;2;"2";"691"
2447;"";2;5;"2";"740"
2448;"";1;5;"1";"834"
2449;"";2;2;"2";"753"
2450;"";1;5;"1";"827"
2451;"";2;7;"2";"827"
2452;"";1;3;"1";"834"
2453;"";2;8;"2";"937"
2454;"";2;3;"2";"817"
2455;"";2;3;"2";"844"
2456;"";1;2;"1";"877"
2457;"";2;5;"2";"753"
2458;"";2;7;"2";"1031"
2459;"";2;6;"2";"950"
2460;"";1;5;"1";"928"
2461;"";2;7;"2";"853"
2462;"";2;4;"2";"916"
2463;"";1;8;"1";"978"
2464;"";2;7;"2";"530"
2465;"";1;4;"1";"868"
2466;"";2;8;"2";"953"
2467;"";1;4;"1";"737"
2468;"";1;2;"1";"597"
2469;"";2;3;"2";"811"
2470;"";2;3;"2";"700"
2471;"";1;5;"1";"1008"
2472;"";2;8;"2";"861"
2473;"";2;8;"2";"683"
2474;"";1;4;"1";"1039"
2475;"";2;6;"2";"942"
2476;"";1;8;"1";"1015"
2477;"";1;3;"1";"906"
2478;"";2;6;"2";"1004"
2479;"";2;1;"2";"915"
2480;"";2;6;"2";"1031"
2481;"";2;2;"2";"864"
2482;"";2;4;"2";"627"
2483;"";1;7;"1";"614"
2484;"";2;2;"2";"1048"
2485;"";2;3;"2";"563"
2486;"";2;5;"2";"627"
2487;"";2;4;"2";"934"
2488;"";1;5;"1";"670"
2489;"";1;4;"1";"761"
2490;"";2;1;"2";"597"
2491;"";1;7;"1";"904"
2492;"";2;5;"2";"725"
2493;"";1;2;"1";"644"
2494;"";2;2;"2";"901"
2495;"";2;8;"2";"756"
2496;"";1;6;"1";"1001"
2497;"";2;8;"2";"525"
2498;"";2;2;"2";"1019"
2499;"";1;4;"1";"516"
2500;"";2;2;"2";"1019"
2501;"";2;5;"2";"856"
2502;"";2;4;"2";"644"
2503;"";1;3;"1";"793"
2504;"";2;6;"2";"787"
2505;"";1;7;"1";"882"
2506;"";1;4;"1";"945"
2507;"";2;3;"2";"762"
2508;"";1;7;"1";"722"
2509;"";1;3;"1";"616"
2510;"";2;4;"2";"641"
2511;"";1;5;"1";"998"
2512;"";2;7;"2";"578"
2513;"";1;4;"1";"887"
2514;"";2;1;"2";"771"
2515;"";2;4;"2";"893"
2516;"";1;2;"1";"553"
2517;"";2;1;"2";"698"
2518;"";1;7;"1";"600"
2519;"";2;7;"2";"881"
2520;"";1;6;"1";"816"
2521;"";2;5;"2";"942"
2522;"";2;4;"2";"965"
2523;"";1;7;"1";"510"
2524;"";2;2;"2";"929"
2525;"";2;7;"2";"695"
2526;"";1;3;"1";"660"
2527;"";2;5;"2";"694"
2528;"";2;2;"2";"897"
2529;"";1;7;"1";"822"
2530;"";1;1;"1";"954"
2531;"";1;1;"1";"1038"
2532;"";2;2;"2";"987"
2533;"";2;5;"2";"948"
2534;"";2;8;"2";"847"
2535;"";1;4;"1";"622"
2536;"";1;8;"1";"531"
2537;"";2;8;"2";"870"
2538;"";2;1;"2";"608"
2539;"";1;8;"1";"576"
2540;"";2;5;"2";"914"
2541;"";1;5;"1";"840"
2542;"";2;6;"2";"548"
2543;"";2;6;"2";"534"
2544;"";1;5;"1";"995"
2545;"";2;7;"2";"795"
2546;"";1;6;"1";"824"
2547;"";1;7;"1";"988"
2548;"";2;6;"2";"838"
2549;"";2;6;"2";"750"
2550;"";2;7;"2";"604"
2551;"";2;6;"2";"875"
2552;"";2;6;"2";"824"
2553;"";1;2;"1";"561"
2554;"";2;8;"2";"992"
2555;"";1;4;"1";"752"
2556;"";2;6;"2";"656"
2557;"";2;1;"2";"526"
2558;"";1;4;"1";"649"
2559;"";2;5;"2";"674"
2560;"";2;8;"2";"786"
2561;"";1;5;"1";"793"
2562;"";1;6;"1";"839"
2563;"";1;1;"1";"750"
2564;"";2;1;"2";"596"
2565;"";2;2;"2";"802"
2566;"";1;3;"1";"793"
2567;"";2;3;"2";"799"
2568;"";1;1;"1";"596"
2569;"";2;5;"2";"745"
2570;"";1;7;"1";"587"
2571;"";1;6;"1";"580"
2572;"";2;7;"2";"1023"
2573;"";1;5;"1";"588"
2574;"";2;2;"2";"777"
2575;"";2;5;"2";"617"
2576;"";1;5;"1";"1009"
2577;"";1;8;"1";"933"
2578;"";2;5;"2";"575"
2579;"";2;6;"2";"747"
2580;"";1;3;"1";"869"
2581;"";2;4;"2";"925"
2582;"";2;3;"2";"512"
2583;"";2;5;"2";"1033"
2584;"";2;1;"2";"917"
2585;"";1;1;"1";"772"
2586;"";2;2;"2";"1022"
2587;"";2;2;"2";"767"
2588;"";1;5;"1";"689"
2589;"";2;6;"2";"684"
2590;"";2;3;"2";"853"
2591;"";2;2;"2";"908"
2592;"";1;8;"1";"986"
2593;"";2;4;"2";"845"
2594;"";2;1;"2";"983"
2595;"";2;3;"2";"916"
2596;"";2;4;"2";"585"
2597;"";1;8;"1";"683"
2598;"";2;1;"2";"871"
2599;"";2;5;"2";"567"
2600;"";2;5;"2";"855"
2601;"";1;2;"1";"622"
2602;"";1;2;"1";"649"
2603;"";2;3;"2";"604"
2604;"";2;4;"2";"510"
2605;"";1;2;"1";"1003"
2606;"";1;4;"1";"973"
2607;"";1;4;"1";"774"
2608;"";1;6;"1";"971"
2609;"";1;1;"1";"505"
2610;"";1;1;"1";"500"
2611;"";2;1;"2";"794"
2612;"";1;7;"1";"741"
2613;"";1;8;"1";"856"
2614;"";1;5;"1";"909"
2615;"";2;6;"2";"573"
2616;"";1;6;"1";"795"
2617;"";1;3;"1";"943"
2618;"";2;1;"2";"619"
2619;"";2;6;"2";"1045"
2620;"";1;4;"1";"517"
2621;"";2;7;"2";"599"
2622;"";2;4;"2";"839"
2623;"";2;7;"2";"685"
2624;"";2;7;"2";"920"
2625;"";2;1;"2";"719"
2626;"";1;5;"1";"701"
2627;"";2;2;"2";"951"
2628;"";1;8;"1";"879"
2629;"";2;4;"2";"924"
2630;"";2;8;"2";"502"
2631;"";2;3;"2";"710"
2632;"";2;3;"2";"639"
2633;"";1;4;"1";"1003"
2634;"";2;4;"2";"1038"
2635;"";2;5;"2";"857"
2636;"";1;6;"1";"502"
2637;"";1;2;"1";"989"
2638;"";1;4;"1";"518"
2639;"";1;8;"1";"840"
2640;"";1;3;"1";"645"
2641;"";2;4;"2";"1042"
2642;"";2;4;"2";"807"
2643;"";2;5;"2";"678"
2644;"";1;1;"1";"803"
2645;"";1;6;"1";"1035"
2646;"";1;3;"1";"968"
2647;"";1;1;"1";"674"
2648;"";1;5;"1";"873"
2649;"";1;3;"1";"732"
2650;"";2;2;"2";"993"
2651;"";1;5;"1";"926"
2652;"";1;6;"1";"614"
2653;"";1;4;"1";"750"
2654;"";2;5;"2";"505"
2655;"";2;2;"2";"958"
2656;"";2;4;"2";"756"
2657;"";1;4;"1";"562"
2658;"";2;1;"2";"797"
2659;"";1;6;"1";"694"
2660;"";1;7;"1";"749"
2661;"";1;8;"1";"796"
2662;"";2;5;"2";"663"
2663;"";1;2;"1";"573"
2664;"";1;2;"1";"809"
2665;"";2;4;"2";"631"
2666;"";2;5;"2";"719"
2667;"";2;4;"2";"973"
2668;"";2;2;"2";"836"
2669;"";1;5;"1";"773"
2670;"";2;5;"2";"762"
2671;"";1;3;"1";"747"
2672;"";1;6;"1";"555"
2673;"";1;8;"1";"508"
2674;"";2;5;"2";"844"
2675;"";2;7;"2";"834"
2676;"";1;2;"1";"720"
2677;"";2;2;"2";"943"
2678;"";2;8;"2";"717"
2679;"";1;2;"1";"502"
2680;"";1;3;"1";"937"
2681;"";1;5;"1";"674"
2682;"";2;7;"2";"874"
2683;"";2;2;"2";"718"
2684;"";2;1;"2";"955"
2685;"";2;5;"2";"767"
2686;"";2;3;"2";"662"
2687;"";2;5;"2";"939"
2688;"";1;8;"1";"809"
2689;"";2;5;"2";"687"
2690;"";2;6;"2";"520"
2691;"";2;6;"2";"806"
2692;"";1;7;"1";"1036"
2693;"";2;2;"2";"626"
2694;"";1;4;"1";"915"
2695;"";1;5;"1";"758"
2696;"";1;6;"1";"918"
2697;"";1;1;"1";"875"
2698;"";2;8;"2";"974"
2699;"";1;2;"1";"857"
2700;"";1;4;"1";"741"
2701;"";2;4;"2";"638"
2702;"";1;5;"1";"944"
2703;"";2;3;"2";"757"
2704;"";2;2;"2";"659"
2705;"";2;3;"2";"768"
2706;"";1;2;"1";"949"
2707;"";2;7;"2";"601"
2708;"";2;1;"2";"548"
2709;"";1;5;"1";"1004"
2710;"";1;3;"1";"514"
2711;"";2;8;"2";"757"
2712;"";2;5;"2";"848"
2713;"";1;8;"1";"910"
2714;"";2;4;"2";"568"
2715;"";1;5;"1";"586"
2716;"";1;2;"1";"786"
2717;"";2;1;"2";"687"
2718;"";2;6;"2";"788"
2719;"";2;8;"2";"698"
2720;"";1;5;"1";"946"
2721;"";2;3;"2";"769"
2722;"";1;7;"1";"552"
2723;"";2;4;"2";"1040"
2724;"";1;8;"1";"738"
2725;"";1;2;"1";"959"
2726;"";1;5;"1";"891"
2727;"";1;2;"1";"636"
2728;"";2;4;"2";"997"
2729;"";1;7;"1";"684"
2730;"";2;5;"2";"784"
2731;"";1;1;"1";"755"
2732;"";1;6;"1";"531"
2733;"";2;5;"2";"690"
2734;"";2;8;"2";"822"
2735;"";1;4;"1";"518"
2736;"";2;8;"2";"939"
2737;"";2;5;"2";"715"
2738;"";2;6;"2";"501"
2739;"";2;5;"2";"664"
2740;"";1;5;"1";"1032"
2741;"";1;8;"1";"575"
2742;"";2;1;"2";"922"
2743;"";1;7;"1";"880"
2744;"";2;7;"2";"872"
2745;"";1;1;"1";"650"
2746;"";2;8;"2";"767"
2747;"";1;2;"1";"880"
2748;"";1;1;"1";"753"
2749;"";2;5;"2";"500"
2750;"";2;6;"2";"849"
2751;"";2;5;"2";"757"
2752;"";1;7;"1";"503"
2753;"";2;8;"2";"760"
2754;"";2;5;"2";"738"
2755;"";2;5;"2";"696"
2756;"";2;8;"2";"605"
2757;"";2;8;"2";"621"
2758;"";1;1;"1";"697"
2759;"";1;6;"1";"666"
2760;"";1;4;"1";"717"
2761;"";2;4;"2";"934"
2762;"";1;4;"1";"1030"
2763;"";2;7;"2";"555"
2764;"";2;4;"2";"566"
2765;"";1;7;"1";"972"
2766;"";1;1;"1";"903"
2767;"";1;3;"1";"530"
2768;"";2;1;"2";"576"
2769;"";2;6;"2";"673"
2770;"";2;3;"2";"538"
2771;"";2;7;"2";"910"
2772;"";2;8;"2";"769"
2773;"";2;8;"2";"1006"
2774;"";1;4;"1";"1007"
2775;"";1;3;"1";"1028"
2776;"";2;7;"2";"681"
2777;"";2;6;"2";"653"
2778;"";1;8;"1";"650"
2779;"";2;6;"2";"890"
2780;"";2;5;"2";"843"
2781;"";2;4;"2";"833"
2782;"";1;3;"1";"1030"
2783;"";2;5;"2";"598"
2784;"";1;2;"1";"1025"
2785;"";1;8;"1";"743"
2786;"";2;7;"2";"1009"
2787;"";1;8;"1";"766"
2788;"";2;5;"2";"890"
2789;"";2;1;"2";"713"
2790;"";1;1;"1";"806"
2791;"";1;4;"1";"599"
2792;"";1;1;"1";"1036"
2793;"";1;7;"1";"884"
2794;"";2;5;"2";"543"
2795;"";1;6;"1";"906"
2796;"";1;1;"1";"728"
2797;"";1;2;"1";"685"
2798;"";1;4;"1";"723"
2799;"";1;2;"1";"895"
2800;"";1;6;"1";"618"
2801;"";2;7;"2";"867"
2802;"";1;8;"1";"661"
2803;"";2;7;"2";"853"
2804;"";2;2;"2";"913"
2805;"";2;7;"2";"1049"
2806;"";2;7;"2";"517"
2807;"";2;6;"2";"1018"
2808;"";2;4;"2";"849"
2809;"";2;6;"2";"635"
2810;"";1;2;"1";"573"
2811;"";1;6;"1";"598"
2812;"";1;4;"1";"633"
2813;"";1;8;"1";"859"
2814;"";2;3;"2";"631"
2815;"";1;5;"1";"535"
2816;"";1;4;"1";"630"
2817;"";2;3;"2";"676"
2818;"";2;7;"2";"525"
2819;"";1;5;"1";"1004"
2820;"";2;3;"2";"969"
2821;"";1;4;"1";"753"
2822;"";2;5;"2";"670"
2823;"";2;8;"2";"517"
2824;"";1;8;"1";"731"
2825;"";1;6;"1";"500"
2826;"";1;4;"1";"796"
2827;"";1;7;"1";"824"
2828;"";1;7;"1";"518"
2829;"";1;4;"1";"1015"
2830;"";1;4;"1";"759"
2831;"";1;3;"1";"596"
2832;"";2;3;"2";"756"
2833;"";1;2;"1";"913"
2834;"";1;7;"1";"649"
2835;"";1;2;"1";"1012"
2836;"";2;5;"2";"578"
2837;"";1;5;"1";"890"
2838;"";2;5;"2";"901"
2839;"";2;1;"2";"967"
2840;"";1;8;"1";"922"
2841;"";1;5;"1";"982"
2842;"";1;1;"1";"559"
2843;"";2;4;"2";"909"
2844;"";2;3;"2";"572"
2845;"";1;8;"1";"942"
2846;"";1;4;"1";"990"
2847;"";2;8;"2";"523"
2848;"";2;3;"2";"803"
2849;"";1;6;"1";"993"
2850;"";1;5;"1";"996"
2851;"";2;3;"2";"526"
2852;"";1;5;"1";"702"
2853;"";2;4;"2";"1043"
2854;"";2;4;"2";"767"
2855;"";2;5;"2";"563"
2856;"";2;5;"2";"724"
2857;"";1;3;"1";"612"
2858;"";2;4;"2";"1044"
2859;"";2;7;"2";"640"
2860;"";2;4;"2";"641"
2861;"";1;5;"1";"534"
2862;"";1;1;"1";"806"
2863;"";2;8;"2";"1048"
2864;"";2;8;"2";"779"
2865;"";2;6;"2";"666"
2866;"";1;3;"1";"796"
2867;"";1;4;"1";"627"
2868;"";2;2;"2";"951"
2869;"";1;8;"1";"794"
2870;"";2;8;"2";"524"
2871;"";1;4;"1";"654"
2872;"";2;5;"2";"733"
2873;"";1;3;"1";"611"
2874;"";2;8;"2";"959"
2875;"";2;4;"2";"507"
2876;"";2;2;"2";"922"
2877;"";1;3;"1";"645"
2878;"";1;5;"1";"957"
2879;"";2;8;"2";"548"
2880;"";1;7;"1";"675"
2881;"";2;2;"2";"1047"
2882;"";2;5;"2";"786"
2883;"";1;7;"1";"938"
2884;"";1;6;"1";"566"
2885;"";2;1;"2";"832"
2886;"";2;2;"2";"843"
2887;"";1;7;"1";"913"
2888;"";1;8;"1";"1018"
2889;"";1;7;"1";"512"
2890;"";1;3;"1";"907"
2891;"";1;3;"1";"990"
2892;"";1;6;"1";"652"
2893;"";2;8;"2";"1047"
2894;"";1;5;"1";"1034"
2895;"";1;8;"1";"548"
2896;"";2;4;"2";"961"
2897;"";2;4;"2";"858"
2898;"";1;3;"1";"573"
2899;"";1;6;"1";"898"
2900;"";1;5;"1";"581"
2901;"";1;1;"1";"1011"
2902;"";1;4;"1";"635"
2903;"";2;1;"2";"507"
2904;"";2;7;"2";"838"
