"codigo_funcionario","email_funcionario","codigo_empresa","valor_beneficio"
"2360","","8","927"
"2361","","5","866"
"2362","","2","912"
"2363","","1","706"
"2364","","8","962"
"2365","","1","777"
"2366","","7","899"
"2367","","5","1016"
"2368","","5","685"
"2369","","5","520"
"2370","","1","977"
"2371","","3","752"
"2372","","1","591"
"2373","","2","672"
"2374","","4","945"
"2375","","4","662"
"2376","","8","533"
"2377","","2","805"
"2378","","5","539"
"2379","","4","778"
"2380","","6","1012"
"2381","","8","921"
"2382","","1","1037"
"2383","","6","1012"
"2384","","6","1043"
"2385","","6","1038"
"2386","","2","524"
"2387","","2","1024"
"2388","","3","1010"
"2389","","4","726"
"2390","","5","920"
"2391","","5","761"
"2392","","7","961"
"2393","","2","718"
"2394","","1","757"
"2395","","5","769"
"2396","","5","677"
"2397","","5","739"
"2398","","3","859"
"2399","","3","540"
"2400","","2","794"
"2401","","8","1026"
"2402","","8","723"
"2403","","3","634"
"2404","","6","937"
"2405","","1","876"
"2406","","6","564"
"2407","","3","1025"
"2408","","2","802"
"2409","","5","537"
"2410","","8","734"
"2411","","6","971"
"2412","","6","613"
"2413","","4","913"
"2414","","2","938"
"2415","","8","589"
"2416","","8","509"
"2417","","2","526"
"2418","","7","661"
"2419","","2","530"
"2420","","1","681"
"2421","","7","871"
"2422","","7","891"
"2423","","8","524"
"2424","","7","888"
"2425","","1","848"
"2426","","2","810"
"2427","","7","577"
"2428","","1","867"
"2429","","3","842"
"2430","","5","637"
"2431","","8","934"
"2432","","5","618"
"2433","","5","519"
"2434","","3","731"
"2435","","1","1016"
"2436","","4","531"
"2437","","1","719"
"2438","","7","670"
"2439","","5","918"
"2440","","6","987"
"2441","","1","979"
"2442","","5","738"
"2443","","4","858"
"2444","","3","889"
"2445","","6","546"
"2446","","2","691"
"2447","","5","740"
"2448","","5","834"
"2449","","2","753"
"2450","","5","827"
"2451","","7","827"
"2452","","3","834"
"2453","","8","937"
"2454","","3","817"
"2455","","3","844"
"2456","","2","877"
"2457","","5","753"
"2458","","7","1031"
"2459","","6","950"
"2460","","5","928"
"2461","","7","853"
"2462","","4","916"
"2463","","8","978"
"2464","","7","530"
"2465","","4","868"
"2466","","8","953"
"2467","","4","737"
"2468","","2","597"
"2469","","3","811"
"2470","","3","700"
"2471","","5","1008"
"2472","","8","861"
"2473","","8","683"
"2474","","4","1039"
"2475","","6","942"
"2476","","8","1015"
"2477","","3","906"
"2478","","6","1004"
"2479","","1","915"
"2480","","6","1031"
"2481","","2","864"
"2482","","4","627"
"2483","","7","614"
"2484","","2","1048"
"2485","","3","563"
"2486","","5","627"
"2487","","4","934"
"2488","","5","670"
"2489","","4","761"
"2490","","1","597"
"2491","","7","904"
"2492","","5","725"
"2493","","2","644"
"2494","","2","901"
"2495","","8","756"
"2496","","6","1001"
"2497","","8","525"
"2498","","2","1019"
"2499","","4","516"
"2500","","2","1019"
"2501","","5","856"
"2502","","4","644"
"2503","","3","793"
"2504","","6","787"
"2505","","7","882"
"2506","","4","945"
"2507","","3","762"
"2508","","7","722"
"2509","","3","616"
"2510","","4","641"
"2511","","5","998"
"2512","","7","578"
"2513","","4","887"
"2514","","1","771"
"2515","","4","893"
"2516","","2","553"
"2517","","1","698"
"2518","","7","600"
"2519","","7","881"
"2520","","6","816"
"2521","","5","942"
"2522","","4","965"
"2523","","7","510"
"2524","","2","929"
"2525","","7","695"
"2526","","3","660"
"2527","","5","694"
"2528","","2","897"
"2529","","7","822"
"2530","","1","954"
"2531","","1","1038"
"2532","","2","987"
"2533","","5","948"
"2534","","8","847"
"2535","","4","622"
"2536","","8","531"
"2537","","8","870"
"2538","","1","608"
"2539","","8","576"
"2540","","5","914"
"2541","","5","840"
"2542","","6","548"
"2543","","6","534"
"2544","","5","995"
"2545","","7","795"
"2546","","6","824"
"2547","","7","988"
"2548","","6","838"
"2549","","6","750"
"2550","","7","604"
"2551","","6","875"
"2552","","6","824"
"2553","","2","561"
"2554","","8","992"
"2555","","4","752"
"2556","","6","656"
"2557","","1","526"
"2558","","4","649"
"2559","","5","674"
"2560","","8","786"
"2561","","5","793"
"2562","","6","839"
"2563","","1","750"
"2564","","1","596"
"2565","","2","802"
"2566","","3","793"
"2567","","3","799"
"2568","","1","596"
"2569","","5","745"
"2570","","7","587"
"2571","","6","580"
"2572","","7","1023"
"2573","","5","588"
"2574","","2","777"
"2575","","5","617"
"2576","","5","1009"
"2577","","8","933"
"2578","","5","575"
"2579","","6","747"
"2580","","3","869"
"2581","","4","925"
"2582","","3","512"
"2583","","5","1033"
"2584","","1","917"
"2585","","1","772"
"2586","","2","1022"
"2587","","2","767"
"2588","","5","689"
"2589","","6","684"
"2590","","3","853"
"2591","","2","908"
"2592","","8","986"
"2593","","4","845"
"2594","","1","983"
"2595","","3","916"
"2596","","4","585"
"2597","","8","683"
"2598","","1","871"
"2599","","5","567"
"2600","","5","855"
"2601","","2","622"
"2602","","2","649"
"2603","","3","604"
"2604","","4","510"
"2605","","2","1003"
"2606","","4","973"
"2607","","4","774"
"2608","","6","971"
"2609","","1","505"
"2610","","1","500"
"2611","","1","794"
"2612","","7","741"
"2613","","8","856"
"2614","","5","909"
"2615","","6","573"
"2616","","6","795"
"2617","","3","943"
"2618","","1","619"
"2619","","6","1045"
"2620","","4","517"
"2621","","7","599"
"2622","","4","839"
"2623","","7","685"
"2624","","7","920"
"2625","","1","719"
"2626","","5","701"
"2627","","2","951"
"2628","","8","879"
"2629","","4","924"
"2630","","8","502"
"2631","","3","710"
"2632","","3","639"
"2633","","4","1003"
"2634","","4","1038"
"2635","","5","857"
"2636","","6","502"
"2637","","2","989"
"2638","","4","518"
"2639","","8","840"
"2640","","3","645"
"2641","","4","1042"
"2642","","4","807"
"2643","","5","678"
"2644","","1","803"
"2645","","6","1035"
"2646","","3","968"
"2647","","1","674"
"2648","","5","873"
"2649","","3","732"
"2650","","2","993"
"2651","","5","926"
"2652","","6","614"
"2653","","4","750"
"2654","","5","505"
"2655","","2","958"
"2656","","4","756"
"2657","","4","562"
"2658","","1","797"
"2659","","6","694"
"2660","","7","749"
"2661","","8","796"
"2662","","5","663"
"2663","","2","573"
"2664","","2","809"
"2665","","4","631"
"2666","","5","719"
"2667","","4","973"
"2668","","2","836"
"2669","","5","773"
"2670","","5","762"
"2671","","3","747"
"2672","","6","555"
"2673","","8","508"
"2674","","5","844"
"2675","","7","834"
"2676","","2","720"
"2677","","2","943"
"2678","","8","717"
"2679","","2","502"
"2680","","3","937"
"2681","","5","674"
"2682","","7","874"
"2683","","2","718"
"2684","","1","955"
"2685","","5","767"
"2686","","3","662"
"2687","","5","939"
"2688","","8","809"
"2689","","5","687"
"2690","","6","520"
"2691","","6","806"
"2692","","7","1036"
"2693","","2","626"
"2694","","4","915"
"2695","","5","758"
"2696","","6","918"
"2697","","1","875"
"2698","","8","974"
"2699","","2","857"
"2700","","4","741"
"2701","","4","638"
"2702","","5","944"
"2703","","3","757"
"2704","","2","659"
"2705","","3","768"
"2706","","2","949"
"2707","","7","601"
"2708","","1","548"
"2709","","5","1004"
"2710","","3","514"
"2711","","8","757"
"2712","","5","848"
"2713","","8","910"
"2714","","4","568"
"2715","","5","586"
"2716","","2","786"
"2717","","1","687"
"2718","","6","788"
"2719","","8","698"
"2720","","5","946"
"2721","","3","769"
"2722","","7","552"
"2723","","4","1040"
"2724","","8","738"
"2725","","2","959"
"2726","","5","891"
"2727","","2","636"
"2728","","4","997"
"2729","","7","684"
"2730","","5","784"
"2731","","1","755"
"2732","","6","531"
"2733","","5","690"
"2734","","8","822"
"2735","","4","518"
"2736","","8","939"
"2737","","5","715"
"2738","","6","501"
"2739","","5","664"
"2740","","5","1032"
"2741","","8","575"
"2742","","1","922"
"2743","","7","880"
"2744","","7","872"
"2745","","1","650"
"2746","","8","767"
"2747","","2","880"
"2748","","1","753"
"2749","","5","500"
"2750","","6","849"
"2751","","5","757"
"2752","","7","503"
"2753","","8","760"
"2754","","5","738"
"2755","","5","696"
"2756","","8","605"
"2757","","8","621"
"2758","","1","697"
"2759","","6","666"
"2760","","4","717"
"2761","","4","934"
"2762","","4","1030"
"2763","","7","555"
"2764","","4","566"
"2765","","7","972"
"2766","","1","903"
"2767","","3","530"
"2768","","1","576"
"2769","","6","673"
"2770","","3","538"
"2771","","7","910"
"2772","","8","769"
"2773","","8","1006"
"2774","","4","1007"
"2775","","3","1028"
"2776","","7","681"
"2777","","6","653"
"2778","","8","650"
"2779","","6","890"
"2780","","5","843"
"2781","","4","833"
"2782","","3","1030"
"2783","","5","598"
"2784","","2","1025"
"2785","","8","743"
"2786","","7","1009"
"2787","","8","766"
"2788","","5","890"
"2789","","1","713"
"2790","","1","806"
"2791","","4","599"
"2792","","1","1036"
"2793","","7","884"
"2794","","5","543"
"2795","","6","906"
"2796","","1","728"
"2797","","2","685"
"2798","","4","723"
"2799","","2","895"
"2800","","6","618"
"2801","","7","867"
"2802","","8","661"
"2803","","7","853"
"2804","","2","913"
"2805","","7","1049"
"2806","","7","517"
"2807","","6","1018"
"2808","","4","849"
"2809","","6","635"
"2810","","2","573"
"2811","","6","598"
"2812","","4","633"
"2813","","8","859"
"2814","","3","631"
"2815","","5","535"
"2816","","4","630"
"2817","","3","676"
"2818","","7","525"
"2819","","5","1004"
"2820","","3","969"
"2821","","4","753"
"2822","","5","670"
"2823","","8","517"
"2824","","8","731"
"2825","","6","500"
"2826","","4","796"
"2827","","7","824"
"2828","","7","518"
"2829","","4","1015"
"2830","","4","759"
"2831","","3","596"
"2832","","3","756"
"2833","","2","913"
"2834","","7","649"
"2835","","2","1012"
"2836","","5","578"
"2837","","5","890"
"2838","","5","901"
"2839","","1","967"
"2840","","8","922"
"2841","","5","982"
"2842","","1","559"
"2843","","4","909"
"2844","","3","572"
"2845","","8","942"
"2846","","4","990"
"2847","","8","523"
"2848","","3","803"
"2849","","6","993"
"2850","","5","996"
"2851","","3","526"
"2852","","5","702"
"2853","","4","1043"
"2854","","4","767"
"2855","","5","563"
"2856","","5","724"
"2857","","3","612"
"2858","","4","1044"
"2859","","7","640"
"2860","","4","641"
"2861","","5","534"
"2862","","1","806"
"2863","","8","1048"
"2864","","8","779"
"2865","","6","666"
"2866","","3","796"
"2867","","4","627"
"2868","","2","951"
"2869","","8","794"
"2870","","8","524"
"2871","","4","654"
"2872","","5","733"
"2873","","3","611"
"2874","","8","959"
"2875","","4","507"
"2876","","2","922"
"2877","","3","645"
"2878","","5","957"
"2879","","8","548"
"2880","","7","675"
"2881","","2","1047"
"2882","","5","786"
"2883","","7","938"
"2884","","6","566"
"2885","","1","832"
"2886","","2","843"
"2887","","7","913"
"2888","","8","1018"
"2889","","7","512"
"2890","","3","907"
"2891","","3","990"
"2892","","6","652"
"2893","","8","1047"
"2894","","5","1034"
"2895","","8","548"
"2896","","4","961"
"2897","","4","858"
"2898","","3","573"
"2899","","6","898"
"2900","","5","581"
"2901","","1","1011"
"2902","","4","635"
"2903","","1","507"
"2904","","7","838"
"2905","","1","809"
"2906","","1","518"
"2907","","8","785"
"2908","","7","572"
"2909","","3","615"
"2910","","1","636"
"2911","","3","948"
"2912","","6","826"
"2913","","2","901"
"2914","","7","893"
"2915","","5","666"
"2916","","8","510"
"2917","","6","633"
"2918","","2","1040"
"2919","","5","537"
"2920","","5","910"
"2921","","8","1009"
"2922","","2","800"
"2923","","1","861"
"2924","","7","858"
"2925","","8","697"
"2926","","8","854"
"2927","","6","598"
"2928","","1","656"
"2929","","8","946"
"2930","","2","1035"
"2931","","6","609"
"2932","","2","563"
"2933","","3","561"
"2934","","1","599"
"2935","","2","973"
"2936","","6","863"
"2937","","3","575"
"2938","","7","583"
"2939","","1","952"
"2940","","2","987"
"2941","","6","1036"
"2942","","2","962"
"2943","","3","570"
"2944","","3","792"
"2945","","5","551"
"2946","","5","979"
"2947","","8","579"
"2948","","1","509"
"2949","","2","650"
"2950","","7","843"
"2951","","2","987"
"2952","","2","517"
"2953","","5","1042"
"2954","","2","536"
"2955","","1","650"
"2956","","4","605"
"2957","","5","669"
"2958","","3","788"
"2959","","5","570"
"2960","","6","880"
"2961","","7","882"
"2962","","5","625"
"2963","","5","903"
"2964","","6","612"
"2965","","3","621"
"2966","","4","947"
"2967","","5","888"
"2968","","5","999"
"2969","","5","646"
"2970","","8","826"
"2971","","5","1023"
"2972","","6","824"
"2973","","2","784"
"2974","","5","689"
"2975","","1","534"
"2976","","2","798"
"2977","","5","745"
"2978","","8","694"
"2979","","1","847"
"2980","","4","602"
"2981","","3","831"
"2982","","5","942"
"2983","","8","683"
"2984","","1","1026"
"2985","","2","779"
"2986","","6","789"
"2987","","6","513"
"2988","","5","671"
"2989","","1","710"
"2990","","4","870"
"2991","","8","515"
"2992","","8","929"
"2993","","3","897"
"2994","","8","660"
"2995","","2","1047"
"2996","","4","893"
"2997","","7","627"
"2998","","5","876"
"2999","","1","537"
"3000","","3","962"
"3001","","3","614"
"3002","","8","752"
"3003","","2","844"
"3004","","2","1033"
"3005","","2","778"
"3006","","4","912"
"3007","","6","687"
"3008","","6","654"
"3009","","7","530"
"3010","","8","952"
"3011","","5","546"
"3012","","8","942"
"3013","","8","932"
"3014","","2","798"
"3015","","1","820"
"3016","","2","915"
"3017","","8","882"
"3018","","7","873"
"3019","","4","913"
"3020","","8","788"
"3021","","8","1029"
"3022","","8","636"
"3023","","7","994"
"3024","","3","592"
"3025","","1","859"
"3026","","8","1023"
"3027","","2","880"
"3028","","7","762"
"3029","","1","665"
"3030","","2","662"
"3031","","7","971"
"3032","","8","846"
"3033","","5","506"
"3034","","6","995"
"3035","","1","802"
"3036","","1","512"
"3037","","7","687"
"3038","","7","926"
"3039","","4","685"
"3040","","6","760"
"3041","","6","599"
"3042","","7","651"
"3043","","1","998"
"3044","","5","609"
"3045","","4","954"
"3046","","5","832"
"3047","","6","645"
"3048","","4","505"
"3049","","4","827"
"3050","","2","736"
"3051","","2","695"
"3052","","6","836"
"3053","","3","998"
"3054","","5","1044"
"3055","","4","593"
"3056","","6","992"
"3057","","7","538"
"3058","","6","691"
"3059","","1","851"
"3060","","5","642"
"3061","","1","936"
"3062","","1","935"
"3063","","3","899"
"3064","","3","983"
"3065","","4","724"
"3066","","6","897"
"3067","","3","661"
"3068","","5","812"
"3069","","8","606"
"3070","","2","912"
"3071","","2","903"
"3072","","5","972"
"3073","","6","565"
"3074","","4","738"
"3075","","7","716"
"3076","","1","955"
"3077","","7","822"
"3078","","3","1048"
"3079","","3","567"
"3080","","3","1030"
"3081","","3","788"
"3082","","2","690"
"3083","","6","990"
"3084","","6","655"
"3085","","5","634"
"3086","","1","756"
"3087","","3","652"
"3088","","8","866"
"3089","","5","873"
"3090","","2","1007"
"3091","","4","669"
"3092","","5","1032"
"3093","","8","1039"
"3094","","5","931"
"3095","","5","593"
"3096","","5","798"
"3097","","1","970"
"3098","","7","710"
"3099","","2","971"
"3100","","8","603"
"3101","","3","1050"
"3102","","7","655"
"3103","","5","628"
"3104","","1","937"
"3105","","8","883"
"3106","","3","857"
"3107","","6","960"
"3108","","6","798"
"3109","","4","968"
"3110","","7","998"
"3111","","6","529"
"3112","","8","967"
"3113","","6","799"
"3114","","2","864"
"3115","","6","502"
"3116","","1","971"
"3117","","8","792"
"3118","","6","646"
"3119","","3","916"
"3120","","7","626"
"3121","","2","626"
"3122","","7","941"
"3123","","2","894"
"3124","","4","783"
"3125","","3","838"
"3126","","7","664"
"3127","","3","910"
"3128","","1","965"
"3129","","7","1036"
"3130","","7","688"
"3131","","3","704"
"3132","","3","1005"
"3133","","6","1012"
"3134","","7","863"
"3135","","8","870"
"3136","","6","806"
"3137","","2","780"
"3138","","2","1041"
"3139","","5","558"
"3140","","4","673"
"3141","","7","696"
"3142","","3","990"
"3143","","1","501"
"3144","","4","642"
"3145","","1","835"
"3146","","1","980"
"3147","","6","871"
"3148","","8","802"
"3149","","4","1050"
"3150","","7","945"
"3151","","1","727"
"3152","","7","922"
"3153","","6","839"
"3154","","4","650"
"3155","","1","579"
"3156","","5","628"
"3157","","8","601"
"3158","","2","1024"
"3159","","4","614"
"3160","","4","841"
"3161","","2","749"
"3162","","4","990"
"3163","","3","716"
"3164","","3","673"
"3165","","3","550"
"3166","","2","507"
"3167","","5","785"
"3168","","7","781"
"3169","","7","833"
"3170","","7","586"
"3171","","4","888"
"3172","","4","560"
"3173","","7","1044"
"3174","","4","901"
"3175","","6","863"
"3176","","7","618"
"3177","","7","778"
"3178","","2","1046"
"3179","","6","758"
"3180","","5","811"
"3181","","5","1003"
"3182","","3","620"
"3183","","8","936"
"3184","","3","837"
"3185","","2","698"
"3186","","5","841"
"3187","","6","590"
"3188","","3","576"
"3189","","7","903"
"3190","","6","961"
"3191","","6","612"
"3192","","6","608"
"3193","","4","1022"
"3194","","4","1014"
"3195","","8","871"
"3196","","3","1010"
"3197","","5","789"
"3198","","1","807"
"3199","","1","970"
"3200","","6","973"
"3201","","5","880"
"3202","","7","650"
"3203","","7","830"
"3204","","2","800"
"3205","","7","888"
"3206","","7","998"
"3207","","3","847"
"3208","","6","717"
"3209","","1","620"
"3210","","5","871"
"3211","","1","537"
"3212","","3","863"
"3213","","7","682"
"3214","","4","739"
"3215","","2","894"
"3216","","8","725"
"3217","","7","874"
"3218","","6","1036"
"3219","","3","528"
"3220","","7","731"
"3221","","5","587"
"3222","","7","704"
"3223","","2","802"
"3224","","2","1013"
"3225","","1","958"
"3226","","5","761"
"3227","","2","543"
"3228","","2","514"
"3229","","7","638"
"3230","","4","647"
"3231","","4","1011"
"3232","","6","880"
"3233","","6","695"
"3234","","3","1046"
"3235","","1","721"
"3236","","1","1002"
"3237","","5","728"
"3238","","7","925"
"3239","","5","671"
"3240","","7","612"
"3241","","5","801"
"3242","","3","958"
"3243","","5","616"
"3244","","3","612"
"3245","","8","800"
"3246","","4","675"
"3247","","7","700"
"3248","","5","928"
"3249","","4","1012"
"3250","","8","802"
"3251","","7","716"
"3252","","7","624"
"3253","","7","518"
"3254","","6","793"
"3255","","6","661"
"3256","","6","772"
"3257","","5","641"
"3258","","8","624"
"3259","","5","596"
"3260","","5","517"
"3261","","3","592"
"3262","","2","939"
"3263","","3","1050"
"3264","","8","747"
"3265","","8","694"
"3266","","1","502"
"3267","","1","984"
"3268","","6","708"
"3269","","8","616"
"3270","","2","554"
"3271","","2","874"
"3272","","6","611"
"3273","","8","846"
"3274","","2","660"
"3275","","2","791"
"3276","","8","546"
"3277","","3","722"
"3278","","8","929"
"3279","","4","875"
"3280","","6","956"
"3281","","8","1043"
"3282","","2","1042"
"3283","","8","739"
"3284","","4","856"
"3285","","2","998"
"3286","","7","592"
"3287","","6","889"
"3288","","1","736"
"3289","","7","820"
"3290","","3","570"
"3291","","3","776"
"3292","","8","818"
"3293","","4","571"
"3294","","5","674"
"3295","","1","681"
"3296","","6","843"
"3297","","1","865"
"3298","","3","559"
"3299","","8","863"
"3300","","1","1030"
"3301","","5","986"
"3302","","8","594"
"3303","","5","801"
"3304","","6","872"
"3305","","5","1046"
"3306","","6","921"
"3307","","8","724"
"3308","","2","929"
"3309","","8","1010"
"3310","","4","1036"
"3311","","1","935"
"3312","","7","956"
"3313","","3","705"
"3314","","7","715"
"3315","","5","869"
"3316","","6","801"
"3317","","4","553"
"3318","","2","827"
"3319","","7","648"
"3320","","5","711"
"3321","","6","664"
"3322","","6","587"
"3323","","6","911"
"3324","","2","696"
"3325","","6","556"
"3326","","8","900"
"3327","","1","776"
"3328","","2","833"
"3329","","4","818"
"3330","","8","715"
"3331","","2","787"
"3332","","8","958"
"3333","","3","720"
"3334","","1","754"
"3335","","8","706"
"3336","","2","644"
"3337","","2","844"
"3338","","4","581"
"3339","","1","921"
"3340","","4","524"
"3341","","7","709"
"3342","","8","803"
"3343","","5","569"
"3344","","3","1000"
"3345","","2","952"
"3346","","4","692"
"3347","","6","803"
"3348","","7","726"
"3349","","2","999"
"3350","","8","773"
"3351","","4","892"
"3352","","3","898"
"3353","","4","1046"
"3354","","7","622"
"3355","","4","626"
"3356","","1","554"
"3357","","7","739"
"3358","","1","632"
"3359","","5","605"
"3360","","7","738"
"3361","","2","886"
"3362","","2","941"
"3363","","4","935"
"3364","","8","575"
"3365","","6","712"
"3366","","2","637"
"3367","","2","975"
"3368","","1","1049"
"3369","","7","764"
"3370","","8","870"
"3371","","7","532"
"3372","","4","963"
"3373","","1","708"
"3374","","7","1035"
"3375","","5","871"
"3376","","5","533"
"3377","","6","667"
"3378","","2","813"
"3379","","2","667"
"3380","","3","739"
"3381","","2","890"
"3382","","1","971"
"3383","","3","769"
"3384","","6","977"
"3385","","1","515"
"3386","","3","650"
"3387","","2","967"
"3388","","1","759"
"3389","","1","673"
"3390","","3","912"
"3391","","6","560"
"3392","","1","770"
"3393","","8","974"
"3394","","5","865"
"3395","","7","612"
"3396","","7","578"
"3397","","2","694"
"3398","","4","970"
"3399","","8","605"
"3400","","8","839"
"3401","","2","559"
"3402","","7","1048"
"3403","","1","583"
"3404","","4","623"
"3405","","3","987"
"3406","","5","576"
"3407","","1","756"
"3408","","4","736"
"3409","","4","863"
"3410","","6","736"
"3411","","1","943"
"3412","","8","1036"
"3413","","6","699"
"3414","","5","797"
"3415","","5","543"
"3416","","3","793"
"3417","","8","555"
"3418","","4","872"
"3419","","8","1007"
"3420","","1","636"
"3421","","8","951"
"3422","","6","740"
"3423","","6","979"
"3424","","3","691"
"3425","","5","520"
"3426","","4","801"
"3427","","1","543"
"3428","","1","798"
"3429","","8","904"
"3430","","8","855"
"3431","","8","1024"
"3432","","5","968"
"3433","","8","573"
"3434","","8","828"
"3435","","5","1010"
"3436","","1","943"
"3437","","7","822"
"3438","","2","876"
"3439","","4","870"
"3440","","5","661"
"3441","","4","977"
"3442","","5","674"
"3443","","5","802"
"3444","","5","526"
"3445","","8","567"
"3446","","5","1010"
"3447","","7","730"
"3448","","4","1021"
"3449","","8","710"
"3450","","2","795"
"3451","","8","560"
"3452","","6","536"
"3453","","8","566"
"3454","","4","541"
"3455","","5","848"
"3456","","5","556"
"3457","","3","1034"
"3458","","7","958"
"3459","","5","596"
"3460","","4","1017"
"3461","","4","904"
"3462","","7","778"
"3463","","2","947"
"3464","","7","940"
"3465","","3","1015"
"3466","","8","630"
"3467","","2","904"
"3468","","7","573"
"3469","","6","808"
"3470","","1","756"
"3471","","2","1026"
"3472","","1","1045"
"3473","","7","664"
"3474","","3","956"
"3475","","4","931"
"3476","","6","599"
"3477","","8","535"
"3478","","7","759"
"3479","","2","818"
"3480","","3","734"
"3481","","7","781"
"3482","","3","957"
"3483","","3","967"
"3484","","5","571"
"3485","","3","1031"
"3486","","2","925"
"3487","","3","679"
"3488","","6","711"
"3489","","7","671"
"3490","","8","796"
"3491","","1","950"
"3492","","1","689"
"3493","","4","853"
"3494","","7","918"
"3495","","4","934"
"3496","","3","875"
"3497","","6","703"
"3498","","3","664"
"3499","","1","720"
"3500","","4","695"
"3501","","6","844"
"3502","","5","726"
"3503","","4","951"
"3504","","6","683"
"3505","","3","798"
"3506","","8","864"
"3507","","8","817"
"3508","","5","698"
"3509","","7","715"
"3510","","1","808"
"3511","","8","829"
"3512","","4","797"
"3513","","3","518"
"3514","","7","1025"
"3515","","6","724"
"3516","","6","707"
"3517","","8","579"
"3518","","1","651"
"3519","","1","807"
"3520","","2","620"
"3521","","3","678"
"3522","","8","923"
"3523","","5","936"
"3524","","6","555"
"3525","","4","840"
"3526","","6","798"
"3527","","1","631"
"3528","","3","1044"
"3529","","7","654"
"3530","","2","737"
"3531","","3","998"
"3532","","1","898"
"3533","","1","500"
"3534","","8","915"
"3535","","1","722"
"3536","","3","716"
"3537","","7","805"
"3538","","2","1006"
"3539","","3","1046"
"3540","","5","593"
"3541","","8","819"
"3542","","2","984"
"3543","","2","802"
"3544","","6","946"
"3545","","3","635"
"3546","","4","1045"
"3547","","2","609"
"3548","","5","631"
"3549","","4","659"
"3550","","5","760"
"3551","","2","869"
"3552","","1","922"
"3553","","4","516"
"3554","","4","523"
"3555","","7","703"
"3556","","3","1005"
"3557","","2","622"
"3558","","7","822"
"3559","","8","683"
"3560","","7","784"
"3561","","7","1033"
"3562","","7","834"
"3563","","2","866"
"3564","","4","907"
"3565","","2","744"
"3566","","3","859"
"3567","","7","1038"
"3568","","6","921"
"3569","","5","885"
"3570","","5","856"
"3571","","3","535"
"3572","","5","655"
"3573","","7","850"
"3574","","2","851"
"3575","","1","772"
"3576","","5","571"
"3577","","5","603"
"3578","","7","982"
"3579","","1","521"
"3580","","4","581"
"3581","","1","840"
"3582","","5","932"
"3583","","1","843"
"3584","","5","734"
"3585","","4","662"
"3586","","3","790"
"3587","","2","606"
"3588","","3","1028"
"3589","","7","837"
"3590","","2","689"
"3591","","6","674"
"3592","","5","749"
"3593","","7","912"
"3594","","2","769"
"3595","","8","910"
"3596","","3","854"
"3597","","1","862"
"3598","","6","551"
"3599","","3","1008"
"3600","","4","550"
"3601","","1","801"
"3602","","8","750"
"3603","","5","721"
"3604","","7","927"
"3605","","2","655"
"3606","","4","573"
"3607","","2","1036"
"3608","","4","567"
"3609","","2","630"
"3610","","3","814"
"3611","","4","898"
"3612","","8","632"
"3613","","2","1049"
"3614","","4","523"
"3615","","5","1007"
"3616","","4","710"
"3617","","8","1010"
"3618","","2","898"
"3619","","1","575"
"3620","","7","572"
"3621","","7","1008"
"3622","","5","983"
"3623","","7","588"
"3624","","5","541"
"3625","","6","925"
"3626","","7","971"
"3627","","6","826"
"3628","","5","518"
"3629","","1","531"
"3630","","7","1040"
"3631","","2","754"
"3632","","7","741"
"3633","","5","963"
"3634","","1","863"
"3635","","8","802"
"3636","","2","837"
"3637","","8","579"
"3638","","2","1037"
"3639","","8","510"
"3640","","3","681"
"3641","","7","711"
"3642","","5","809"
"3643","","8","793"
"3644","","1","642"
"3645","","3","564"
"3646","","8","534"
"3647","","3","609"
"3648","","2","581"
"3649","","2","824"
"3650","","5","974"
"3651","","1","934"
"3652","","6","576"
"3653","","5","511"
"3654","","8","574"
"3655","","2","824"
"3656","","4","868"
"3657","","3","588"
"3658","","8","688"
"3659","","8","618"
"3660","","5","920"
"3661","","5","516"
"3662","","1","985"
"3663","","7","844"
"3664","","5","931"
"3665","","4","960"
"3666","","7","678"
"3667","","2","905"
"3668","","2","999"
"3669","","4","809"
"3670","","1","516"
"3671","","7","744"
"3672","","5","666"
"3673","","8","549"
"3674","","2","876"
"3675","","7","747"
"3676","","1","882"
"3677","","4","915"
"3678","","7","786"
"3679","","5","749"
"3680","","5","829"
"3681","","5","919"
"3682","","7","868"
"3683","","3","515"
"3684","","6","850"
"3685","","3","570"
"3686","","6","626"
"3687","","6","872"
"3688","","6","566"
"3689","","1","855"
"3690","","3","668"
"3691","","2","591"
"3692","","2","619"
"3693","","3","779"
"3694","","2","942"
"3695","","3","529"
"3696","","1","957"
"3697","","6","529"
"3698","","3","986"
"3699","","5","556"
"3700","","5","1001"
"3701","","5","770"
"3702","","2","775"
"3703","","3","998"
"3704","","8","1043"
"3705","","4","1041"
"3706","","2","608"
"3707","","3","969"
"3708","","3","981"
"3709","","5","1039"
"3710","","4","1050"
"3711","","3","714"
"3712","","4","548"
"3713","","7","820"
"3714","","3","540"
"3715","","6","596"
"3716","","7","565"
"3717","","2","906"
"3718","","3","736"
"3719","","6","587"
"3720","","8","642"
"3721","","3","900"
"3722","","8","816"
"3723","","5","669"
"3724","","2","964"
"3725","","7","943"
"3726","","5","739"
"3727","","3","1039"
"3728","","1","693"
"3729","","5","1028"
"3730","","7","685"
"3731","","3","577"
"3732","","5","812"
"3733","","1","635"
"3734","","3","860"
"3735","","4","658"
"3736","","2","573"
"3737","","5","823"
"3738","","4","874"
"3739","","7","939"
"3740","","7","945"
"3741","","3","994"
